route_distance_km,route_duration_min,intersection_density,is_night,weather_stress_index,fatigue_score,shift_duration_hours,route_risk_label
15.602073543010142,85.05456887532456,2.1447907201981113,0,0.0,3,11.543224719769295,High
2.2480401657580176,54.81563465878653,0.48273027251844086,0,0.5,4,9.83855594729115,High
16.415561559231282,64.94096207251145,2.733620031682375,1,0.0,4,11.357669851979772,High
2.851689117929158,14.664167153634951,2.041110984289157,0,0.5,1,12.234475516612811,High
12.400840021080343,15.293103954061161,0.05327682522075988,1,0.5,5,9.457270524517362,High
22.154029062881328,59.02797167487853,0.3798853428942788,0,0.0,2,4.110634015911048,Low
21.62581412383744,17.080333211708037,1.344439675578741,0,1.0,2,10.32375936917094,High
10.145925924219963,4.419799992261574,0.5691283586731939,0,0.5,2,10.3694888259208,Medium
21.69278812240035,3.0,1.9825094202148217,0,0.0,3,4.487383991332034,Medium
17.902047685656306,8.554930248323267,1.114811380164849,0,0.0,1,3.5292152836751294,Low
3.941468836915009,20.568293219758853,0.772599142563592,0,0.0,2,4.522343524642734,Low
18.331037731452124,50.45047241087229,0.05,1,0.5,2,3.189831915350053,Medium
12.008339587964244,15.401967290462224,0.880337434441737,1,0.0,4,11.92347525403531,High
22.15708038089472,8.689316927549564,1.8479162222589616,0,0.0,3,5.856684231314938,Medium
3.7062600501377374,58.11359374451032,0.385227254395875,0,0.5,4,9.976649257478927,High
0.8206913307436497,18.64706492612172,1.6623044191751082,0,0.0,5,8.017952919449243,High
18.270174486864533,38.71947660317929,2.4089743001228667,0,0.0,4,6.717179234112509,High
15.443919879414212,57.64368207757172,1.0066454578143476,1,0.0,5,7.2444628144768375,High
1.9962642088062181,21.35285794815266,0.7166409972611956,0,0.5,1,6.018294306750332,Medium
5.314819453847751,70.27371627247408,0.6334810430966143,0,1.0,4,9.577583325052101,High
11.097374876993104,14.174924425802388,1.3954285552440227,0,0.0,2,9.377954514096338,Medium
9.57154760794958,51.672386278847256,2.5607214145460273,1,0.0,3,7.135624739287383,High
14.869217440451013,23.893707517104488,0.6548686145648683,0,0.5,1,12.74578549635446,Medium
9.981275550679856,14.52650222902287,0.41417121020570663,1,1.0,4,6.412265525629328,High
3.6976151676051088,68.12000848734579,2.6554631877272814,1,0.0,5,8.497184664685685,High
19.905817993660918,3.0,1.8721559719237872,0,0.0,3,4.97336017859481,Medium
